danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0.7809999999999999,0.638,1,-5.285,1,0.244,0.296,0.0,0.0578,0.429,107.028,193964,4.0
0.321,0.03,3,-32.328,1,0.0454,0.988,0.877,0.111,0.1159999999999999,169.449,263000,4.0
0.614,0.265,5,-11.856,1,0.168,0.989,0.0,0.1009999999999999,0.544,79.399,152907,3.0
0.315,0.955,6,-1.646,1,0.1689999999999999,4.7e-05,0.0843,0.26,0.416,111.153,129942,3.0
0.3389999999999999,0.0894,5,-19.401,1,0.0334,0.973,0.893,0.0867,0.0921,87.064,172587,3.0
0.544,0.8420000000000001,10,-6.4060000000000015,1,0.0668,0.201,0.0257,0.2269999999999999,0.594,91.333,250107,4.0
0.732,0.295,10,-14.466,0,0.0339,0.7240000000000001,0.0,0.102,0.434,96.047,142240,4.0
0.156,0.988,0,-2.0980000000000003,1,0.2689999999999999,0.389,0.0,0.7440000000000001,0.212,66.83800000000001,326548,3.0
0.324,0.916,6,-1.855,0,0.175,0.000696,0.000285,0.147,0.236,152.511,216533,4.0
0.755,0.655,2,-7.548999999999999,1,0.174,0.0859,0.00771,0.187,0.479,152.1,270507,4.0
0.412,0.347,0,-16.407,1,0.042,0.748,0.961,0.0638,0.485,143.11700000000005,114507,4.0
0.2269999999999999,0.264,7,-12.624,0,0.0357,0.895,0.93,0.121,0.168,84.979,118240,4.0
0.386,0.308,5,-9.44,1,0.0379,0.7070000000000001,0.0,0.123,0.381,116.533,164133,3.0
0.7859999999999999,0.815,10,-12.155,0,0.0727,0.0518,0.916,0.0886,0.407,124.978,458160,4.0
0.606,0.929,2,-0.943,1,0.0506,0.000339,0.0488,0.1119999999999999,0.0889,139.935,226295,4.0
0.381,0.0215,7,-29.52,0,0.0516,0.913,0.921,0.134,0.036,127.512,234467,5.0
0.527,0.589,6,-8.074,0,0.0311,0.233,0.0011,0.1009999999999999,0.218,118.078,298347,4.0
0.0,0.2239999999999999,2,-25.157,1,0.0,0.978,0.17,0.0,0.0,0.0,7307,0.0
0.552,0.841,9,-6.477,0,0.0522,0.183,0.0434,0.989,0.642,140.119,325067,4.0
0.728,0.522,8,-13.393,1,0.113,0.186,0.93,0.0829,0.94,110.123,171413,4.0
0.501,0.838,9,-5.32,1,0.0556,0.0058,0.604,0.104,0.467,157.80700000000004,115321,3.0
0.599,0.149,8,-26.382,0,0.939,0.916,0.0,0.131,0.477,86.383,252907,4.0
0.422,0.297,8,-9.603,0,0.0316,0.735,0.0003529999999999,0.1159999999999999,0.382,150.851,237274,4.0
0.6859999999999999,0.285,0,-11.628,0,0.2239999999999999,0.809,0.000148,0.377,0.584,126.95,122880,4.0
0.853,0.693,7,-6.115,1,0.0526,0.031,0.8140000000000001,0.0335,0.866,94.941,314720,4.0
0.721,0.926,4,-6.589,0,0.0476,0.107,3.75e-05,0.0971,0.733,95.0,255787,4.0
0.524,0.584,2,-9.865,1,0.0319,0.823,0.0,0.7609999999999999,0.526,110.511,233787,3.0
0.355,0.948,2,-6.32,1,0.103,6.8e-06,0.823,0.354,0.528,83.616,178754,4.0
0.6990000000000001,0.621,7,-6.619,1,0.0435,0.00672,0.0,0.0429,0.789,156.036,179747,4.0
0.4920000000000001,0.693,2,-11.078,1,0.0319,0.000135,0.89,0.0804,0.26,109.958,247146,4.0
0.3879999999999999,0.865,10,-7.354,1,0.0686,0.00514,0.00355,0.858,0.188,82.96600000000002,273000,4.0
0.659,0.875,1,-6.685,1,0.09,0.00654,3.73e-06,0.348,0.826,160.085,220076,4.0
0.408,0.7070000000000001,9,-5.202999999999999,1,0.405,0.00782,0.000558,0.122,0.292,158.502,261427,4.0
0.503,0.2789999999999999,3,-14.476,1,0.0305,0.111,0.0,0.0942,0.542,106.16,172267,4.0
0.696,0.456,5,-8.644,0,0.0393,0.205,5.600000000000001e-05,0.205,0.355,127.932,166667,4.0
0.265,0.938,2,-5.657,0,0.086,0.000448,0.662,0.142,0.63,98.026,138320,4.0
0.4429999999999999,0.792,7,-5.505,1,0.336,0.0714,0.0,0.374,0.62,64.786,233428,4.0
0.6970000000000001,0.335,9,-6.452000000000001,1,0.0279999999999999,0.741,0.0,0.0889,0.449,119.956,213040,4.0
0.564,0.532,4,-6.676,1,0.0313,0.011,0.0,0.135,0.508,137.924,146813,4.0
0.424,0.0945,5,-17.114,1,0.0578,0.992,0.93,0.1169999999999999,0.066,119.596,292337,4.0
0.7609999999999999,0.792,0,-5.113,0,0.294,0.00535,0.0,0.36,0.406,165.824,330711,4.0
0.563,0.563,6,-7.38,0,0.0498,0.000433,0.782,0.104,0.317,122.99,309056,4.0
0.583,0.95,2,-1.586,1,0.0489,0.0923,0.0,0.173,0.962,147.987,229787,4.0
0.573,0.45,10,-13.422,0,0.0318,0.855,0.835,0.107,0.0925,120.008,196000,4.0
0.324,0.696,0,-6.245,1,0.0464,0.14,0.195,0.1369999999999999,0.345,130.947,108277,4.0
0.479,0.611,5,-12.599,1,0.0447,0.0142,0.0175,0.113,0.214,160.08,231000,4.0
0.643,0.738,0,-4.197,1,0.0294,0.4039999999999999,1.96e-05,0.125,0.774,125.317,173547,3.0
0.613,0.151,0,-13.355,1,0.0502,0.977,0.782,0.111,0.486,57.362,125440,5.0
0.231,0.0993,5,-23.664,0,0.0455,0.987,0.925,0.0823,0.0473,178.011,577000,3.0
0.563,0.314,0,-13.007,1,0.0503,0.785,0.02,0.26,0.223,147.797,335453,3.0
0.455,0.0453,1,-20.405,1,0.0499,0.98,0.00133,0.0823,0.0596,132.237,465360,4.0
0.157,0.172,8,-22.108,1,0.0412,0.985,0.81,0.0962,0.136,154.717,235627,3.0
0.337,0.146,9,-17.259,0,0.053,0.924,0.0103,0.115,0.391,65.94,204760,4.0
0.74,0.542,8,-7.8820000000000014,1,0.0646,0.204,0.0,0.272,0.828,93.898,153640,4.0
0.5760000000000001,0.496,2,-7.739,1,0.0304,0.281,3.18e-05,0.145,0.335,127.804,205653,4.0
0.785,0.6659999999999999,9,-4.854,0,0.066,0.172,0.794,0.2789999999999999,0.4579999999999999,86.6,228920,4.0
0.947,0.491,7,-6.104,1,0.486,0.0175,0.0,0.129,0.302,131.96,190921,4.0
0.53,0.348,7,-9.302,1,0.0255,0.62,0.0,0.0903,0.186,81.531,197800,4.0
0.48,0.461,7,-7.9129999999999985,1,0.0272,0.7190000000000001,0.0,0.3379999999999999,0.8690000000000001,155.56,102747,4.0
0.6940000000000001,0.142,5,-22.743,1,0.113,0.4370000000000001,0.306,0.579,0.159,139.954,152760,4.0
0.395,0.285,2,-13.304,0,0.0379,0.889,2.19e-05,0.134,0.231,139.762,309133,4.0
0.565,0.8809999999999999,0,-20.373,1,0.722,0.588,0.0579,0.0584,0.292,99.266,48213,3.0
0.569,0.755,0,-7.261,1,0.0371,0.00313,0.0376,0.239,0.8420000000000001,154.08100000000005,171373,4.0
0.588,0.439,1,-14.87,1,0.908,0.87,0.0,0.7609999999999999,0.258,109.711,32133,5.0
0.181,0.144,0,-20.243,1,0.0507,0.978,0.992,0.0715,0.0259,83.584,259567,4.0
0.901,0.377,10,-10.75,0,0.451,0.0281,0.0,0.0868,0.564,150.054,180800,4.0
0.601,0.3779999999999999,5,-13.257,0,0.0944,0.762,1.02e-06,0.158,0.532,160.019,200960,4.0
0.693,0.121,3,-18.675,1,0.0409999999999999,0.615,0.926,0.138,0.115,118.027,244133,4.0
0.649,0.6659999999999999,11,-8.65,1,0.214,0.52,0.0,0.259,0.936,138.47299999999998,192787,4.0
0.6659999999999999,0.8029999999999999,11,-5.53,0,0.0604,0.0912,0.0934,0.0326,0.935,116.547,315627,4.0
0.302,0.639,9,-6.867999999999999,1,0.0502,0.555,0.0139,0.645,0.242,99.955,301680,4.0
0.599,0.7829999999999999,2,-7.71,1,0.0422,0.0166,0.031,0.233,0.5379999999999999,124.265,215867,3.0
0.301,0.107,7,-20.209,0,0.0574,0.937,1.09e-05,0.275,0.386,146.759,230093,3.0
0.411,0.3979999999999999,10,-11.488,0,0.0714,0.77,0.213,0.121,0.19,73.624,150837,4.0
0.72,0.61,1,-10.229,1,0.0734,0.000595,0.569,0.235,0.53,139.99200000000002,325720,4.0
0.38,0.51,2,-10.834,1,0.0318,0.316,5.44e-06,0.0997,0.3339999999999999,111.273,353934,4.0
0.7490000000000001,0.4679999999999999,10,-6.581,0,0.0966,0.122,0.0,0.157,0.5,98.033,188275,4.0
0.674,0.457,0,-13.003,0,0.0623,0.0101,0.0,0.144,0.82,117.613,242320,4.0
0.266,0.954,8,-4.68,1,0.309,0.00236,0.00202,0.406,0.0661,122.605,190320,4.0
0.387,0.8170000000000001,5,-8.263,1,0.0674,0.544,0.0,0.933,0.6829999999999999,159.484,226693,4.0
0.248,0.1969999999999999,7,-16.654,0,0.04,0.921,0.956,0.109,0.52,89.27,123747,4.0
0.353,0.4379999999999999,0,-9.51,1,0.0309,0.335,4.23e-06,0.196,0.105,52.51,275427,3.0
0.754,0.7240000000000001,1,-9.734,1,0.639,0.356,0.0,0.125,0.512,79.916,205505,4.0
0.7020000000000001,0.58,0,-9.816,1,0.0508,0.0929,0.0,0.042,0.621,137.306,282947,4.0
0.8420000000000001,0.65,10,-6.695,0,0.131,0.0169,0.0,0.723,0.622,98.585,295773,4.0
0.419,0.0214,0,-22.705,1,0.0424,0.995,0.924,0.0878,0.11,92.773,161240,3.0
0.504,0.722,1,-12.711,1,0.126,0.0156,1.35e-06,0.148,0.8740000000000001,154.71,236000,4.0
0.327,0.000245,8,-30.226,0,0.475,0.941,0.872,0.0892,0.27,207.734,106747,3.0
0.65,0.421,2,-10.108,1,0.0445,0.841,0.0,0.115,0.501,93.996,191227,4.0
0.445,0.967,7,-6.169,1,0.22,0.00281,0.00345,0.945,0.308,120.897,248480,4.0
0.6609999999999999,0.313,9,-13.588,0,0.0284,0.3879999999999999,0.0144,0.105,0.0693,117.95,261147,4.0
0.7020000000000001,0.655,2,-10.938,1,0.0929,0.0165,0.36,0.155,0.6,164.03,115987,4.0
0.314,0.894,11,-6.553999999999999,1,0.2,0.0143,0.00271,0.238,0.261,160.275,221813,4.0
0.524,0.466,3,-10.845999999999998,1,0.0279999999999999,0.748,0.0,0.357,0.906,141.535,138827,4.0
0.6679999999999999,0.687,0,-6.7170000000000005,1,0.0761,0.206,0.0,0.0487,0.728,139.891,204680,3.0
0.379,0.222,5,-20.525,1,0.0401,0.969,0.8759999999999999,0.1989999999999999,0.444,114.939,74267,4.0
0.6509999999999999,0.997,4,-1.5519999999999998,1,0.153,0.0109,0.0411,0.23,0.698,90.431,228107,4.0
0.7390000000000001,0.083,0,-17.845,1,0.0664,0.8029999999999999,0.000175,0.1,0.7509999999999999,113.181,173893,4.0
0.662,0.5660000000000001,10,-7.0760000000000005,0,0.252,0.0161,0.465,0.0357,0.523,131.918,268133,4.0
0.188,0.0749,6,-26.731,1,0.0471,0.877,0.124,0.2189999999999999,0.0366,106.929,298560,4.0
0.599,0.0213,11,-20.676,1,0.0903,0.981,0.916,0.105,0.221,70.905,88813,4.0
0.502,0.593,4,-9.602,0,0.042,0.185,0.8140000000000001,0.335,0.0479,169.98,399707,4.0
0.407,0.993,1,-2.713,1,0.0943,0.0017399999999999,0.401,0.215,0.05,107.701,217013,4.0
0.408,0.49,9,-4.275,1,0.0319,0.638,0.0,0.125,0.36,148.64700000000005,217440,4.0
0.342,0.87,2,-11.413,0,0.519,0.0918,0.65,0.127,0.141,81.471,148440,4.0
0.655,0.278,11,-9.474,1,0.0295,0.296,1.4e-06,0.12,0.123,90.01100000000002,231853,3.0
0.716,0.7440000000000001,2,-4.862,1,0.0493,0.212,0.0,0.0987,0.555,123.926,163973,4.0
0.825,0.565,10,-5.167000000000002,1,0.0272,0.242,2.7600000000000014e-05,0.16,0.452,108.103,304267,4.0
0.4679999999999999,0.2239999999999999,9,-16.861,1,0.0324,0.369,0.5820000000000001,0.238,0.1369999999999999,110.042,180000,4.0
0.595,0.0636,8,-23.221,0,0.154,0.972,0.0,0.121,0.335,95.057,73493,3.0
0.214,0.0421,0,-23.714,1,0.0432,0.878,0.1119999999999999,0.2269999999999999,0.171,98.257,29071,4.0
0.741,0.369,0,-8.73,1,0.0247,0.851,0.00874,0.118,0.507,99.585,189693,4.0
0.857,0.262,7,-13.027,1,0.252,0.00313,0.0521,0.0688,0.88,149.918,222307,4.0
0.67,0.375,9,-11.544,1,0.0508,0.861,4.13e-05,0.0827,0.6579999999999999,100.854,335280,4.0
0.878,0.251,5,-17.485,1,0.45,0.493,0.0,0.0789,0.626,97.012,414040,4.0
0.513,0.6729999999999999,10,-5.6370000000000005,1,0.0347,0.206,0.0,0.264,0.794,169.56599999999997,138560,4.0
0.7509999999999999,0.6809999999999999,9,-6.105,0,0.109,0.106,0.000108,0.374,0.0648,92.871,268200,4.0
0.636,0.654,11,-13.293,0,0.0857,0.0016699999999999,0.878,0.28,0.305,128.016,533119,4.0
0.397,0.223,4,-16.777,1,0.0291,0.807,0.0,0.346,0.536,103.71,146667,4.0
0.619,0.606,4,-13.573,1,0.0321,0.283,9.01e-06,0.118,0.926,90.515,206000,4.0
0.675,0.931,1,-3.432,0,0.0742,0.0794,2.33e-05,0.11,0.613,124.008,176616,4.0
0.218,0.0987,9,-13.318,0,0.0345,0.976,0.952,0.317,0.103,79.83800000000002,40613,1.0
0.176,0.956,7,-6.4270000000000005,1,0.158,3.1e-05,0.76,0.109,0.038,127.229,439720,4.0
0.69,0.476,0,-7.145,1,0.0291,0.0549,0.8009999999999999,0.094,0.7509999999999999,106.012,210627,4.0
0.532,0.815,9,-7.746,1,0.0508,0.317,0.00712,0.0771,0.731,134.276,124360,4.0
0.5579999999999999,0.475,4,-9.053,0,0.0336,0.0441,2.78e-05,0.327,0.138,126.823,272133,4.0
0.155,0.589,9,-10.444,0,0.0618,2.11e-06,0.841,0.309,0.13,180.077,282007,3.0
0.621,0.7809999999999999,4,-6.692,0,0.0455,0.000186,0.895,0.0856,0.0915,131.95600000000002,429133,4.0
0.262,0.263,8,-15.53,0,0.0429,0.912,0.541,0.106,0.132,59.313,226733,4.0
0.6559999999999999,0.491,9,-12.640999999999998,1,0.0456,0.0358,0.947,0.122,0.2769999999999999,139.984,240000,4.0
0.725,0.569,9,-8.084,0,0.063,0.3720000000000001,0.0,0.2319999999999999,0.7120000000000001,126.0,245136,4.0
0.738,0.753,9,-7.2010000000000005,1,0.0636,0.000736,0.0134,0.278,0.8859999999999999,117.988,169067,4.0
0.147,0.928,7,-8.277999999999999,1,0.0867,2.77e-05,0.561,0.477,0.382,81.312,52573,3.0
0.4539999999999999,0.7609999999999999,8,-5.282,1,0.0314,0.00364,1.4499999999999992e-05,0.0961,0.493,168.178,225653,4.0
0.365,0.7490000000000001,2,-9.347,1,0.045,0.688,0.937,0.109,0.574,98.397,170746,4.0
0.125,0.0456,4,-22.851,1,0.0425,0.944,0.816,0.311,0.0369,154.957,239600,5.0
0.292,0.743,0,-8.978,0,0.119,0.0776,0.5720000000000001,0.2289999999999999,0.449,135.299,258653,4.0
0.2269999999999999,0.0752,1,-29.949,0,0.0417,0.88,0.215,0.0638,0.586,150.037,244342,4.0
0.377,0.0664,2,-23.457,0,0.0616,0.995,0.0684,0.158,0.792,119.617,102573,4.0
0.52,0.755,4,-9.031,0,0.134,0.0195,0.34,0.0956,0.608,155.513,331107,4.0
0.412,0.981,9,-3.48,1,0.113,5.14e-06,7.609999999999999e-05,0.271,0.4639999999999999,170.015,183680,4.0
0.466,0.57,11,-7.947999999999999,0,0.0472,0.139,0.000358,0.1169999999999999,0.619,91.194,231467,4.0
0.809,0.967,1,-6.919,1,0.051,0.0126,0.833,0.0964,0.949,124.012,340644,4.0
0.88,0.4639999999999999,6,-9.459,0,0.3879999999999999,0.161,0.0,0.0703,0.507,83.51299999999998,214435,4.0
0.632,0.515,3,-3.854,1,0.027,0.644,0.0,0.0974,0.674,105.921,167467,3.0
0.556,0.272,10,-13.463,1,0.0276,0.8,0.00073,0.0829,0.246,81.99,309573,4.0
0.502,0.128,4,-8.7,1,0.0441,0.7559999999999999,0.0,0.0952,0.282,71.911,206720,4.0
0.32,0.0893,0,-22.238000000000003,1,0.0361,0.988,0.8909999999999999,0.0944,0.173,83.045,1003267,4.0
0.258,0.314,3,-16.83,1,0.0367,0.8490000000000001,0.66,0.124,0.1669999999999999,69.068,319280,4.0
0.348,0.97,9,-5.754,1,0.106,3.77e-05,0.22,0.171,0.368,162.999,157240,4.0
0.283,0.0971,11,-25.689,1,0.0332,0.993,0.836,0.0995,0.085,91.443,154800,4.0
0.38,0.477,4,-6.0829999999999975,1,0.0813,0.82,0.0,0.0967,0.309,204.023,191870,4.0
0.248,0.156,0,-19.342,1,0.0515,0.9,0.964,0.524,0.311,138.635,190880,4.0
0.4639999999999999,0.027,7,-29.774,1,0.0448,0.995,0.938,0.168,0.256,104.794,169360,4.0
0.42,0.406,8,-13.345999999999998,0,0.0327,0.968,0.928,0.0867,0.5429999999999999,101.92,324347,4.0
0.7979999999999999,0.424,11,-10.429,0,0.3389999999999999,0.578,0.7120000000000001,0.103,0.633,164.105,202201,4.0
0.513,0.748,4,-8.349,0,0.266,0.0118,0.0,0.163,0.545,77.653,192627,1.0
0.6829999999999999,0.655,7,-10.995,1,0.0339,0.0176,0.000192,0.371,0.281,115.054,212133,4.0
0.7240000000000001,0.607,0,-15.733,1,0.0486,0.848,0.879,0.0896,0.907,129.52,148091,4.0
0.589,0.322,9,-14.618,0,0.0288,0.972,0.266,0.0971,0.65,74.92399999999998,284373,4.0
0.789,0.8640000000000001,10,-4.08,0,0.408,0.148,3.81e-06,0.0472,0.715,98.408,175400,4.0
0.828,0.47,7,-10.222,1,0.294,0.0148,0.0,0.0824,0.418,85.16,291227,4.0
0.344,0.797,9,-8.312000000000001,1,0.0505,0.00134,0.0291,0.0914,0.186,137.739,378653,4.0
0.6709999999999999,0.254,7,-16.362000000000002,1,0.0761,0.971,0.00856,0.627,0.862,81.34,157733,4.0
0.15,0.397,5,-19.999,0,0.0538,0.611,0.9,0.0999,0.1,75.997,622773,4.0
0.268,0.0507,8,-26.974,1,0.0614,0.959,3.27e-05,0.0822,0.0489,87.34899999999998,708840,4.0
0.613,0.8220000000000001,5,-6.432,1,0.0621,0.0667,0.0,0.16,0.6940000000000001,109.54,218347,4.0
0.213,0.0455,11,-16.685,0,0.0336,0.7979999999999999,0.855,0.15,0.0382,87.478,80973,4.0
0.385,0.00226,2,-39.807,0,0.0421,0.995,0.935,0.3,0.0383,71.542,217467,3.0
0.7809999999999999,0.481,1,-10.2,0,0.2289999999999999,0.595,0.0,0.0573,0.534,115.915,216059,4.0
0.608,0.405,0,-5.507999999999999,1,0.0274,0.297,0.0,0.163,0.25,109.988,266253,3.0
0.855,0.73,0,-7.056,1,0.2769999999999999,0.251,0.0,0.34,0.6920000000000001,115.016,314080,4.0
0.721,0.7,10,-3.678,0,0.222,0.0629,0.0,0.0356,0.718,89.821,205851,4.0
0.337,0.123,0,-19.113,1,0.0342,0.893,0.948,0.16,0.0689,83.21799999999998,274293,3.0
0.526,0.96,2,-4.992,1,0.135,0.305,0.0109,0.909,0.579,117.312,412307,4.0
0.903,0.5720000000000001,1,-7.098,0,0.271,0.172,0.0,0.0791,0.677,97.179,279880,4.0
0.503,0.861,2,-7.643,1,0.037,0.000185,0.1969999999999999,0.0968,0.481,129.969,231173,4.0
0.153,0.335,0,-16.189,1,0.0407,0.894,0.942,0.111,0.039,102.192,67040,4.0
0.528,0.3429999999999999,0,-15.977,0,0.0509,0.687,0.623,0.3979999999999999,0.4970000000000001,120.891,879013,4.0
0.8029999999999999,0.731,10,-6.914,0,0.396,0.0204,0.0,0.318,0.67,89.01,217360,4.0
0.377,0.6679999999999999,5,-7.013,1,0.0673,0.0215,0.193,0.109,0.0392,87.72399999999998,332903,4.0
0.586,0.433,8,-4.4860000000000015,1,0.0262,0.7659999999999999,0.0,0.106,0.379,105.212,178493,4.0
0.56,0.599,3,-4.761,1,0.0307,0.157,0.0,0.0952,0.245,128.018,208653,4.0
0.0604,0.255,8,-18.646,1,0.0697,0.72,0.79,0.184,0.0303,69.352,313360,4.0
0.7020000000000001,0.563,11,-19.715,1,0.71,0.297,0.00201,0.1989999999999999,0.3289999999999999,104.071,116400,4.0
0.755,0.254,9,-10.171,1,0.106,0.994,0.000543,0.147,0.969,75.135,186173,4.0
0.513,0.193,4,-9.818,0,0.0456,0.903,3.69e-06,0.0843,0.3720000000000001,88.84200000000001,110360,3.0
0.5429999999999999,0.964,0,-0.7120000000000001,1,0.156,0.036,7.41e-06,0.109,0.29,174.12599999999995,226207,4.0
0.616,0.613,2,-7.654,1,0.0265,0.595,4.18e-05,0.1119999999999999,0.5379999999999999,90.039,260507,4.0
0.206,0.1969999999999999,9,-18.642,1,0.0385,0.983,0.8440000000000001,0.115,0.1009999999999999,77.40899999999998,79453,4.0
0.201,0.973,9,-2.6860000000000004,0,0.139,0.000941,0.4529999999999999,0.113,0.157,143.314,385960,4.0
0.162,0.0418,4,-28.996,1,0.0466,0.992,0.773,0.109,0.0383,65.15100000000001,127400,5.0
0.573,0.895,9,-11.015999999999998,1,0.331,0.795,0.0,0.314,0.826,164.34799999999996,42760,4.0
0.696,0.7909999999999999,7,-5.943,1,0.35,0.604,0.0,0.413,0.332,130.583,153708,3.0
0.421,0.957,3,-5.221,1,0.1,0.000408,9.65e-06,0.26,0.618,157.97899999999996,126340,4.0
0.218,0.166,9,-22.567,0,0.0408,0.915,0.728,0.104,0.0332,116.005,326305,3.0
0.4029999999999999,0.855,0,-7.222,0,0.0565,4.84e-05,0.963,0.3229999999999999,0.349,165.05599999999995,186656,4.0
0.607,0.518,6,-8.386000000000001,0,0.0239,0.0764,0.0,0.294,0.32,92.023,202453,4.0
0.619,0.14,2,-12.970999999999998,0,0.0891,0.868,0.545,0.0538,0.528,111.512,185467,4.0
0.601,0.0731,9,-26.006,1,0.435,0.787,0.0,0.6629999999999999,0.315,100.59,240173,4.0
0.3389999999999999,0.8370000000000001,6,-3.64,1,0.0422,0.00827,0.000468,0.3389999999999999,0.291,171.983,266560,4.0
0.253,0.4679999999999999,11,-14.167,1,0.0368,0.863,0.941,0.215,0.221,80.116,275232,4.0
0.195,0.139,5,-27.172,1,0.0422,0.888,0.911,0.108,0.0304,120.091,492173,4.0
0.4320000000000001,0.5429999999999999,9,-10.787,1,0.0367,0.00336,0.0115,0.2189999999999999,0.435,112.079,422227,3.0
0.436,0.767,0,-8.251,1,0.0364,0.0028,0.123,0.132,0.0574,90.016,424987,4.0
0.406,0.0621,7,-21.427,1,0.0382,0.912,0.000169,0.292,0.45,87.87700000000002,259333,3.0
0.291,0.0987,9,-23.623,0,0.0479,0.94,0.4429999999999999,0.136,0.0929,86.46700000000001,445680,3.0
0.36,0.357,8,-13.716,1,0.0476,0.984,0.888,0.108,0.5,123.216,187710,5.0
0.6779999999999999,0.46,7,-13.645,1,0.0304,0.048,0.0704,0.245,0.3429999999999999,119.969,325427,4.0
0.5720000000000001,0.564,0,-7.62,1,0.0327,0.00554,0.00748,0.0887,0.0901,118.004,232736,4.0
0.5529999999999999,0.579,5,-8.31,1,0.0302,0.536,0.0384,0.31,0.911,151.285,109360,4.0
0.4039999999999999,0.166,9,-24.805,0,0.0339,0.995,0.895,0.109,0.39,84.463,298827,4.0
0.779,0.662,2,-8.606,1,0.0288,0.0454,4.06e-05,0.1369999999999999,0.961,112.807,234360,4.0
0.63,0.51,9,-10.429,0,0.0354,0.203,0.00238,0.0701,0.665,76.075,245133,4.0
0.6940000000000001,0.795,11,-6.815,1,0.0566,0.00365,4.85e-06,0.158,0.2339999999999999,95.018,225187,4.0
0.387,0.6859999999999999,4,-5.367999999999999,1,0.0363,0.142,0.0,0.122,0.171,142.091,301760,4.0
0.7,0.617,0,-5.662000000000001,1,0.0483,0.2739999999999999,0.0,0.115,0.509,116.096,258520,3.0
0.7959999999999999,0.442,1,-10.22,1,0.4539999999999999,0.5770000000000001,0.0,0.143,0.425,94.955,165564,4.0
0.184,0.978,2,-5.817,1,0.1159999999999999,0.000359,0.852,0.355,0.356,121.688,119000,3.0
0.53,0.8270000000000001,2,-9.006,1,0.0595,0.368,0.934,0.119,0.331,89.01100000000002,233299,4.0
0.2319999999999999,0.7190000000000001,3,-6.863,0,0.0376,1.57e-05,2.53e-06,0.132,0.617,179.275,400533,4.0
0.406,0.319,4,-11.094,0,0.0353,0.701,0.0159,0.293,0.104,110.652,267293,4.0
0.486,0.456,4,-6.78,1,0.0284,0.313,0.0,0.175,0.478,145.684,217040,4.0
0.2789999999999999,0.1969999999999999,6,-24.527,1,0.0493,0.974,0.845,0.119,0.292,127.696,123267,4.0
0.586,0.407,7,-9.284,1,0.0285,0.3939999999999999,0.0,0.1169999999999999,0.313,117.486,286720,4.0
0.568,0.208,7,-12.512,1,0.119,0.805,0.0,0.106,0.424,82.491,165880,4.0
0.1969999999999999,0.765,0,-7.831,1,0.0374,0.000897,0.873,0.1159999999999999,0.36,137.067,274316,4.0
0.629,0.691,5,-8.207,1,0.0471,0.0799,0.627,0.0674,0.257,90.03,174666,4.0
0.836,0.217,8,-14.729,1,0.473,0.207,0.0,0.0857,0.248,124.982,122928,4.0
0.685,0.7090000000000001,9,-5.144,1,0.0364,0.192,0.0,0.264,0.5379999999999999,106.338,212013,4.0
0.872,0.7120000000000001,11,-5.527,0,0.222,0.107,0.0,0.206,0.7609999999999999,152.013,223609,4.0
0.679,0.626,7,-3.99,1,0.347,0.6559999999999999,0.0,0.143,0.83,140.779,175800,4.0
0.419,0.913,11,-4.209,0,0.0582,0.000951,0.385,0.263,0.6859999999999999,153.042,205587,4.0
0.757,0.7170000000000001,8,-6.863,0,0.4629999999999999,0.505,0.000704,0.118,0.88,89.991,224500,4.0
0.617,0.423,2,-7.399,1,0.0315,0.216,3.52e-05,0.382,0.736,100.928,207880,4.0
0.379,0.713,2,-10.655,1,0.0401,0.0564,0.166,0.936,0.732,115.803,428000,4.0
0.684,0.6809999999999999,6,-3.698,1,0.069,0.479,0.0,0.3670000000000001,0.517,117.95,292840,4.0
0.8759999999999999,0.679,8,-6.455,0,0.115,0.175,0.0,0.1159999999999999,0.1159999999999999,106.97,273053,4.0
0.354,0.291,0,-16.704,1,0.0346,0.903,0.904,0.0862,0.148,77.294,116128,4.0
0.573,0.924,3,-5.178,0,0.0428,0.0009279999999999,0.00582,0.0895,0.705,118.01,198920,4.0
0.7829999999999999,0.941,4,-4.886,0,0.0565,0.1,0.000196,0.351,0.777,110.016,254533,4.0
0.426,0.599,7,-5.742999999999999,1,0.0297,0.191,0.00014,0.532,0.6,86.00399999999998,212480,4.0
0.252,0.503,9,-6.053999999999999,1,0.0324,0.22,0.0,0.327,0.487,86.87799999999999,170267,4.0
0.0873,0.0426,2,-27.134,1,0.0405,0.433,0.402,0.11,0.0544,81.309,160413,4.0
0.373,0.1989999999999999,9,-18.633,1,0.0382,0.976,0.7120000000000001,0.152,0.6,139.247,302867,4.0
0.485,0.847,6,-9.149,1,0.0564,0.023,3.85e-06,0.98,0.5670000000000001,133.042,443817,4.0
0.44,0.904,11,-7.71,0,0.0718,0.0583,0.0193,0.304,0.861,174.851,206520,4.0
0.4379999999999999,0.8140000000000001,8,-5.513999999999999,1,0.0661,0.0126,0.0050799999999999,0.3379999999999999,0.3379999999999999,107.643,241093,4.0
0.562,0.885,8,-3.096,1,0.0431,0.00551,0.805,0.0621,0.6920000000000001,145.06,228414,4.0
0.626,0.713,7,-4.945,1,0.0294,0.0411,0.00686,0.155,0.703,110.042,277813,4.0
0.812,0.324,1,-12.098,1,0.0401,0.4479999999999999,2.39e-05,0.074,0.763,119.979,211120,4.0
